"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","ppm","mzminexp","mzmaxexp","ppmexp"
"CP285",260.917143308955,260.915910666408,260.918074037329,1236.18700000002,1218.222,1261.13800000002,60739.133808425,57421.5504651633,3205.40307617188,21,1,4.14570482689005,260.911924966089,260.922361651822,39.9999999998371
"CP158",262.008337277239,262.007853904335,262.008777977351,705.21700000002,693.24100000002,747.135,577514.312034354,577250.952758321,16708.779296875,434,1,1.76344200711022,262.003097110493,262.013577443984,39.9999999998327
"CP394",264.968768134173,264.966682502374,264.971251067616,1544.59000000002,1539.6,1553.57299999998,12138.5982759325,12128.6175616468,2620.08837890625,2619,1,8.62095045051775,264.96346875881,264.974067509535,39.9999999999907
"CP404",267.038288085662,267.037172822631,267.038885309212,1538.60200000002,1531.61599999998,1552.575,216084.732548865,216065.769644103,23216.107421875,23215,1,3.2064439026223,267.0329473199,267.043628851423,39.9999999999121
"CP378",268.041526978948,268.038211968519,268.043171042986,1539.6,1531.61599999998,1549.581,20225.3595688006,20209.3906799117,2312.05932617188,2311,1,9.25057121282482,268.036166148409,268.046887809488,39.9999999998472
"CP385",270.987473789199,270.98556585781,270.989026836771,1541.59600000002,1536.606,1559.56099999998,31193.7077712478,31150.4000598236,7078.72216796875,239,1,6.38586520644221,270.982054039723,270.992893538675,39.9999999999505
"CP454",271.009699738487,271.004990349656,271.011899140857,1707.273,1699.28899999998,1724.23999999998,22661.7189014813,22639.7620214813,2351.96484375,2351,1,12.7463910099556,271.004279544493,271.015119932482,39.9999999998675
"CP461",272.885785793868,272.884013556277,272.886508792118,1661.36299999998,1634.415,1687.31200000002,160974.42521926,153170.988044115,6471.15625,25,1,4.5719417629909,272.880328078153,272.891243509584,39.9999999998968
"CP460",272.885900676627,272.884242588149,272.88709189044,1581.51799999998,1546.587,1629.42499999998,286581.527578759,274587.456703826,6056.43115234375,24,1,5.22068432932569,272.880442958614,272.891358394641,39.9999999999896
"CP498",273.015366148831,273.013998122086,273.017178825241,1777.137,1747.19500000002,1829.03800000002,746357.629400245,722669.248298135,17435.484375,38,1,5.82513577865689,273.009905841508,273.020826456154,40.0000000000034
"CP417",273.024952410792,273.017277122226,273.026108097981,1537.60399999998,1516.64500000002,1559.56099999998,77241.681562935,76821.6337643952,11115.7734375,177,1,16.1724700922809,273.017277122226,273.03041290984,48.1120406685579
"CP089",273.112638911004,273.108221662684,273.114441277842,684.258,675.276,694.239,31198.496728792,31183.5259393183,3703.42993164062,3702,1,11.3865385040721,273.107176658226,273.118101163783,39.9999999999684
"CP492",274.015765283713,274.014363348534,274.018002423235,1778.13499999998,1746.19699999998,1828.03999999998,150218.753776845,147214.429326722,3856.5126953125,32,1,6.64026519914104,274.010284968407,274.021245599019,40.0000000000074
"CP412",274.027587737787,274.02345684637,274.02938255048,1539.6,1531.61599999998,1552.575,143149.222560908,143064.204998949,18300.41015625,546,1,10.8122400347507,274.022107186032,274.033068289542,39.9999999999114
"CP331",274.061179845817,274.060014879201,274.062363295561,575.47000000002,520.57703125002,612.39799999998,1056923.04496874,970944.262128697,24238.455078125,24,1,4.28447465939835,274.05569862222,274.066661069414,40.0000000000019
"CP485",275.012014783637,275.010741078295,275.014321385374,1777.137,1748.193,1826.04400000002,119011.060770712,116646.36187418,3326.56567382812,27,1,6.5093648383688,275.006514543341,275.017515023932,40.0000000000131
"CP413",275.024582113873,275.022754621468,275.024808092706,1538.60200000002,1530.618,1552.575,480268.752603736,480193.55159843,64946.203125,2299,1,3.73325035633515,275.019081622231,275.030082605516,39.9999999999171
"CP199",275.026289767854,275.024397366456,275.028166644363,819.993,805.02199999998,844.947,46246.5879523318,46210.6554523318,3132.12670898438,3131,1,6.85257745900311,275.020789242059,275.03179029365,39.9999999999871
"CP379",276.02790777418,276.023433761366,276.02907653115,1539.6,1531.61599999998,1549.581,46753.274582707,46723.2141089082,6922.8232421875,318,1,10.2213754929313,276.022387216025,276.033428332336,39.9999999998823
"CP121",276.110731536406,276.10461352917,276.11325711435,648.32800000002,630.363,675.276,45487.8126902424,45441.9016235757,1553.8623046875,1553,1,15.6523890464427,276.10461352917,276.116253751036,42.1578031438013
"CP120",276.110205921839,276.104644888879,276.113375138211,599.424,582.45700000002,615.39199999998,35564.6046564814,35530.6716261784,1537.6484375,1537,1,15.8093564540121,276.104644888879,276.115728125958,40.1406280553562
"CP017",276.110455837336,276.107311848452,276.112742949039,334.93900000002,333.94099999998,335.937,3197.64548172148,3194.65148172145,1165.54260253906,1218,1,9.83501434316871,276.104933628219,276.115978046452,40.0000000000089
"CP016",276.110540681857,276.105799858346,276.113563764057,387.83599999998,364.881,404.80300000002,35719.3082153027,35678.3881653026,1467.47375488281,1466,1,14.0594156464291,276.105018471043,276.11606289267,40.000000000004
"CP119",276.11155939395,276.105262522665,276.11442802696,546.52699999998,522.57396874998,548.523,26071.9146399217,26045.9656086717,2111.89794921875,2111,1,16.5974657402992,276.105262522665,276.117081625138,42.8055330215968
"CP013",276.110912256482,276.107456556664,276.11443343064,310.986,309.98800000002,316.974,7371.25352256194,7363.26952256197,1422.48071289062,1421,1,12.6341873248354,276.105390038237,276.116434474727,39.9999999999222
"CP014",276.111133751527,276.107625548365,276.115592707621,480.65500000002,456.702,485.646,30134.878662244,30104.9365932785,1587.43811035156,1586,1,14.4274501850686,276.105611528852,276.116655974202,39.9999999998642
"CP015",276.111212915011,276.108502046016,276.113575864054,430.752,428.75599999998,454.70599999998,26189.7668422993,26162.8187653762,1414.00183105469,1658,1,9.18799708478937,276.105690690753,276.11673513927,39.999999999998
"CP018",276.111786615318,276.108725354437,276.115592707621,496.62400000002,489.63799999998,522.57396874998,32563.1171386703,32529.1831102612,1389.33410644531,1388,1,12.4358204125047,276.106264379586,276.11730885105,39.9999999998537
"CP353",277.028872794943,277.025206124577,277.030826119341,1539.6,1532.61400000002,1545.588,12084.1907471126,12073.2127471127,1937.52941894531,1937,1,10.1433376019896,277.023332217487,277.034413372399,39.9999999999303
"CP230",278.003327899237,278.002951112028,278.003789640852,816.00100000002,802.02799999998,839.95699999998,690981.566108449,682599.943463483,33353.16015625,120,1,1.50812731287349,277.997767832679,278.008887965795,40.0000000000395
"CP210",279.004064010009,279.002692984741,279.006050926687,816.00100000002,803.02600000002,841.953,102233.073410983,101131.558422367,5112.755859375,50,1,6.01772945055893,278.998483928729,279.009644091289,39.9999999999003
"CP004",279.235342306922,279.233057857734,279.236849922661,452.709,433.746,471.67300000002,36991.8623148926,33007.7916292263,3443.56176757812,21,1,6.79008770164306,279.229757600076,279.240927013768,39.9999999998814
"CP207",280.002579044402,279.999725071915,280.004773690288,816.999,804.024,839.95699999998,60836.6474609324,60116.7939761428,3956.16967773438,51,1,9.01530691171446,279.996978992821,280.008179095983,39.9999999998748
"CP003",280.237991920415,280.235352167796,280.240232135535,451.71100000002,444.72499999998,460.69399999998,4865.46654074478,4852.49172824478,727.741821289062,727,1,8.70682755406705,280.232387160576,280.243596680253,39.9999999999799
"CP469",280.986265744486,280.985312097624,280.986920777954,311.98399999998,300.00700000002,345.918,222133.6894357,207884.52695011,6865.8125,23,1,2.86256042779924,280.980646019171,280.991885469801,39.999999999978
"CP202",281.250902977818,281.250192297209,281.251724010609,443.727,423.76600000002,465.68500000002,114308.034921736,87238.0017373595,6298.5634765625,29,1,2.72303730174001,281.245277959758,281.256527995877,39.9999999998321
"CP044",283.032902403469,283.031850472592,283.034628318645,518.58100000002,495.62599999998,535.548,83225.1442225805,81863.3609580306,5201.69091796875,52,1,4.90728468220631,283.027241745421,283.038563061517,40.0000000000172
"CP583",286.91415531403,286.912574454502,286.917687508722,1879.93900000002,1834.02799999998,1908.882,98491.7800604952,98418.9221671619,2505.0458984375,2488,1,8.91042516568929,286.908417030924,286.919893597136,39.9999999999138
"CP584",286.914182295885,286.912903443984,286.915608909483,2034.64000000002,2012.68300000002,2055.59912500002,132847.18986399,132803.275689571,4091.49755859375,4090,1,4.71476432026301,286.908444012239,286.919920579531,39.9999999999549
"CP592",286.914217449105,286.913394132161,286.915181354607,2192.33200000002,2174.367,2193.33,66986.2061245767,66966.2450719451,5156.10009765625,5155,1,3.11455887709458,286.908479164756,286.919955733454,39.9999999999788
"CP589",286.914224746697,286.913334618483,286.915995462914,1929.84100000002,1909.87999999998,1930.839,46358.3128825314,46336.3558349123,2857.15234375,3297,1,4.6370033297987,286.908486462202,286.919963031192,39.9999999999344
"CP588",286.914288515676,286.912983915955,286.915396328075,2397.93400000002,2395.93699999998,2399.92999999998,20898.0032979147,20893.0120479147,4628.125,4627,1,4.20406409997325,286.908550229906,286.920026801446,39.9999999998493
"CP591",286.914340186335,286.912400472092,286.915929426007,2074.56199999998,2055.59912500002,2093.524875,124922.902002374,124883.978206321,4193.88037109375,4193,1,6.14983885598752,286.908601899531,286.920078473139,39.9999999998505
"CP593",286.914356697445,286.913215388897,286.915726606271,2365.99600000002,2358.01099999998,2366.994,37959.5788965697,37949.5977854585,4404.50439453125,4404,1,4.37624907033128,286.908618410311,286.920094984579,39.9999999999177
"CP594",286.914362674377,286.912726187809,286.915500281709,2126.46100000002,2112.48799999998,2137.43899999998,88695.9334634473,88669.9844234473,4147.8330078125,4147,1,4.83435871665532,286.908624387123,286.92010096163,39.9999999999391
"CP587",286.914382675256,286.913103039124,286.915784936727,2302.11799999998,2271.17800000002,2335.056,236408.044329081,236343.168235332,4686.142578125,4685,1,4.67368972282739,286.908644387602,286.920120962909,39.9999999998663
"CP590",286.914481469579,286.913464767832,286.915717273748,1981.743,1960.78399999998,2012.68300000002,132395.086943882,132342.18988619,3236.40209960938,3144,1,3.92539600198136,286.90874317995,286.920219759209,40.0000000000001
"CP586",286.914485581757,286.913376792632,286.915808773105,2238.24199999998,2213.29099999998,2269.182,209709.49912406,209652.610070488,4699.7939453125,4699,1,4.23816257953111,286.908747292045,286.920223871469,39.9999999998638
"CP585",286.91451105278,286.913614080229,286.915266106719,2151.41200000002,2137.43899999998,2174.367,129927.555414764,129889.62936071,4221.2861328125,4048,1,2.87895248613578,286.908772762559,286.920249343001,39.9999999999353
"CP510",288.990215960423,288.989501385507,288.990978999024,1785.12100000002,1748.193,1835.02600000002,616140.507110785,611293.834201375,14033.828125,103,1,2.55651132011556,288.984436156104,288.995995764742,39.9999999998684
"CP424",289.020194993723,289.019600789835,289.021323605823,1538.60200000002,1526.625,1556.56699999998,609986.274941605,609959.327141605,79263.28125,79262,1,2.98044222831314,289.014414589823,289.025975397623,40.0000000000161
"CP487",289.993264585562,289.991743711599,289.995321120893,1777.137,1756.17799999998,1826.04400000002,54744.3331851187,54442.6316397746,1708.81616210938,41,1,6.16809031571478,289.987464720271,289.999064450854,39.9999999998686
"CP405",290.023428636447,290.019559093,290.02780633571,1538.60200000002,1531.61599999998,1550.57899999998,58152.6363465673,58134.6713991988,7271.00048828125,7270,1,14.218235315551,290.017628167875,290.02922910502,39.9999999999076
"CP312",290.906367097224,290.904717601045,290.907695758772,1241.17699999998,1207.24300000002,1286.08900000002,143089.631844108,134703.896449152,3964.91137695312,21,1,5.11875652102048,290.900548969882,290.912185224566,39.9999999999645
"CP386",290.984637163666,290.981033030105,290.991758979868,1538.60200000002,1520.637,1556.56699999998,147595.429832911,144402.721997361,22393.61328125,119,1,18.4304399502062,290.978817470923,290.991758979868,44.474887305996
"CP012",291.070773840142,291.063768471575,291.074635115952,516.58503124998,504.609,528.56200000002,12509.5696851276,12488.6108101275,1022.28662109375,1021,1,18.666670364638,291.063768471575,291.076595255619,44.0675780465978
"CP356",291.986529622392,291.985615610041,291.987464656076,1538.60200000002,1532.61400000002,1544.59000000002,19699.8791029665,19688.9011029665,4153.6162109375,4153,1,3.16632078462403,291.980689891799,291.992369352984,39.9999999999572
"CP362",292.986840311693,292.984130453316,292.990173524692,1539.6,1530.618,1545.588,13395.820866333,13383.844866333,1595.58032226562,1595,1,10.3128716807277,292.980980574887,292.9927000485,39.9999999999696
"CP163",293.178668492803,293.177820597485,293.179628127404,542.535,524.56999999998,560.50000000002,280834.447888124,264439.681433326,24180.90234375,128,1,3.08264228257178,293.172804919433,293.184532066173,39.9999999999647
"CP332",294.890712962656,294.889900805534,294.891442101789,1236.18700000002,1210.23700000002,1281.099,767269.185665729,690488.167832485,17814.75390625,20,1,2.61333468195057,294.884815148397,294.896610776915,39.9999999999266
"CP333",294.944224301252,294.943589902774,294.945106538383,1237.185,1211.235,1282.09699999998,644629.651117107,615419.394438725,16335.154296875,52,1,2.57105493858466,294.938325416766,294.950123185738,39.9999999999338
"CP346",295.069802592664,295.069026689424,295.070065028927,1533.612,1529.62000000002,1550.57899999998,44941.9031214673,44486.2254195919,10776.8076171875,68,1,1.75948113572912,295.063901196612,295.075703988716,40.0000000000058
"CP323",296.886172120033,296.885670139983,296.88664406273,1235.18899999998,1216.22599999998,1272.117,449338.886852239,434970.528855502,13658.216796875,47,1,1.64022921634448,296.880234396591,296.892109843475,39.999999999999
"CP322",296.940245282322,296.939631889861,296.941195495115,1239.18100000002,1218.222,1276.10899999998,486205.963908923,478149.707059323,15295.435546875,73,1,2.63286179504853,296.934306477416,296.946184087228,39.9999999999531
"CP300",297.886242358819,297.884555653443,297.888304953515,1234.191,1219.21999999998,1274.11300000002,92263.3501663257,89564.1853601864,3323.17431640625,29,1,6.29317427058086,297.880284633972,297.892200083666,39.9999999998218
"CP288",297.939774970514,297.938167392434,297.941026287074,1236.18700000002,1219.21999999998,1266.12799999998,82592.7736745348,79745.5738395174,3737.3798828125,26,1,4.79777270496776,297.933816175015,297.945733766014,39.9999999999029
"CP303",298.882121322825,298.881099760636,298.882802449933,1237.185,1220.21800000002,1263.13399999998,215740.859732136,213906.710925738,8741.1337890625,73,1,2.84842949033449,298.876143680399,298.888098965251,39.9999999999174
"CP290",298.93686565306,298.935072656764,298.937980024694,1236.18700000002,1219.21999999998,1265.13,112919.649813978,109740.114041968,4623.92919921875,27,1,4.86284607905095,298.930886915747,298.942844390373,39.9999999999755
"CP067",298.992488316069,298.991256765038,298.993482784498,517.58299999998,493.63000000002,546.52699999998,125112.65317824,124220.211541776,4314.66162109375,68,1,3.72253408778957,298.986508466303,298.998468165835,39.9999999998923
"CP036",299.101285872176,299.099860262674,299.102020637282,518.58100000002,496.62400000002,533.55199999998,71834.6615434188,70501.593897481,4336.13720703125,43,1,3.61144319583328,299.095303846458,299.107267897893,39.999999999906
"CP306",299.916193632028,299.91389566035,299.920070548257,1237.185,1220.21800000002,1271.11900000002,89330.0574999786,87014.0677150084,2883.658203125,26,1,10.2943556192022,299.910195308156,299.922191955901,39.9999999999414
"CP156",300.114589034924,300.114370531184,300.114899555458,704.21899999998,692.24299999998,731.16700000002,1564287.02858859,1562564.03520948,79034.15625,597,1,0.881370471817082,300.108586743144,300.120591326705,39.9999999998421
"CP276",300.87839582303,300.876548553312,300.879808332564,1236.18700000002,1222.21399999998,1265.13,67960.9950618783,67426.1235735094,3501.72192382812,54,1,5.41710421391471,300.872378255114,300.884413390947,39.9999999998928
"CP150",301.116902781983,301.116171178307,301.117846718259,705.21700000002,693.24100000002,730.16899999998,238178.926914332,236878.096090756,13764.1669921875,118,1,2.78220839914465,301.110880443927,301.122925120038,39.9999999999323
"CP289",301.910310003297,301.909652019567,301.911966128434,1235.18899999998,1220.21800000002,1265.13,112791.211473474,110654.642708921,4168.77978515625,32,1,3.83244425583487,301.904271797097,301.916348209497,39.99999999996
"CP143",302.11556788704,302.110359427243,302.117437751028,704.21899999998,689.24800000002,740.14900000002,90135.1813006429,88659.2038305341,4871.3671875,53,1,11.7145962290935,302.109525575682,302.121610198397,39.9999999999383
"CP363",304.986080560782,304.985053937526,304.987205139833,1538.60200000002,1531.61599999998,1545.588,39691.8387982129,39678.8647982129,5908.18017578125,5907,1,3.52672210870563,304.979980839171,304.992180282393,39.9999999999439
"CP433",305.008974830859,305.004674592666,305.011681039032,1560.55900000002,1552.575,1575.52999999998,8481.58138367301,8372.41114484416,914.173400878906,21,1,11.485639677236,305.002874651362,305.015075010355,39.9999999998802
"CP406",308.994948597851,308.991519249701,308.995273836025,1538.60200000002,1526.625,1556.56699999998,3098295.26457261,3098080.68608978,419374.6875,7255,1,6.0754817212107,308.988768698879,309.001128496823,39.9999999998664
"CP387",309.996971576564,309.991577902875,309.997295538055,1538.60200000002,1531.61599999998,1555.569,407172.816272837,407144.40797203,53482.5390625,2759,1,9.22208231772139,309.990771637132,310.003171515995,39.9999999999601
"CP595",310.904274453322,310.903887813972,310.904530979459,1739.211,1716.255,1759.17199999998,917941.232901508,895737.289702425,29149.08984375,21,1,1.0343464858253,310.898056367833,310.910492538811,39.9999999999122
"CP380",310.993971719485,310.993208621111,311.00241993057,1538.60200000002,1531.61599999998,1547.58499999998,312158.940448033,312143.969510533,43790.50390625,43790,1,14.8094662530775,310.987751840051,311.00241993057,47.1651924247301
"CP364",311.996390552283,311.992388264527,312.002357530569,1538.60200000002,1522.63300000002,1545.588,37813.9583224488,37701.2595394013,5052.2275390625,117,1,15.976572716484,311.990150624472,312.002630480094,39.9999999999488
"CP476",312.901889490418,312.900866761858,312.902955091116,1737.21499999998,1701.285,1760.17000000002,271378.99332248,263416.343382401,6759.59375,21,1,3.3370352308722,312.895631452628,312.908147528207,39.999999999893
"CP177",313.064862600672,313.062813333566,313.070094256623,815.00299999998,804.024,828.97600000002,13441.1129771739,13421.1513771738,1387.84814453125,1387,1,11.6284577523752,313.05860130342,313.071123897924,39.999999999887
"CP602",313.9312859591,313.927826949905,313.932787538804,2359.00900000002,2338.05,2376.97399999998,67885.893257765,67845.971206483,2177.46875,2106,1,7.90075586675398,313.925007333381,313.937564584819,39.999999999962
"CP601",313.931554698586,313.929213283307,313.933142855836,2397.93400000002,2394.939,2399.92999999998,10838.3735945132,10832.3843945132,2009.90942382812,2362,1,6.25864534683738,313.925276067492,313.93783332968,40.0000000000341
"CP606",313.931754853577,313.930190834193,313.93363380466,2225.268,2203.311,2226.26599999998,41977.6130579042,41953.660014426,2253.05834960938,2477,1,5.48362886865299,313.92547621848,313.938033488674,39.9999999999339
"CP607",313.931813173112,313.929074324117,313.933921347613,2292.13699999998,2291.139,2306.11000000002,27150.970286047,27135.0012193803,2334.28271484375,2339,1,7.71986669137522,313.925534536849,313.938091809376,39.9999999999838
"CP603",313.931895860696,313.929435858637,313.934070092525,2320.083,2319.08500000002,2335.056,29148.6658612924,29131.6966737925,2566.43798828125,2565,1,7.38095419559906,313.925617222778,313.938174498613,39.9999999999451
"CP600",313.93209321101,313.928023239031,313.93376765395,2251.21699999998,2250.219,2278.16500000002,53862.6871064314,53833.7430350028,2859.67700195312,2859,1,9.14913614013924,313.925814569146,313.938371852875,39.9999999999562
"CP605",313.932146834832,313.930035322584,313.933394688189,2186.34400000002,2173.36900000002,2203.311,55869.784395031,55838.8443283644,2542.869140625,2542,1,5.35046448574894,313.925868191895,313.938425477768,39.9999999998821
"CP599",313.9322401611,313.930035322584,313.93456308686,2160.39400000002,2125.46200000002,2163.38800000002,74483.668380114,74444.7443274824,2605.07446289062,2604,1,7.21137190903535,313.925961516297,313.938518805904,39.9999999999684
"CP604",313.932411405529,313.930954116926,313.933820690314,2086.53812500002,2077.555875,2097.51700000002,39136.4789255172,39115.5197442672,2780.13891601562,2779,1,4.56559005066611,313.926132757301,313.938690053757,39.9999999998681
"CP597",313.932488643426,313.927846953035,313.933942016898,1981.743,1964.77600000002,1998.70999999998,60996.7421959877,60961.8101371642,2801.51684570312,2775,1,9.70760288111395,313.926209993653,313.938767293199,39.9999999999879
"CP598",313.932519147349,313.929858314692,313.93421933705,2043.62200000002,2018.67100000002,2064.58099999998,87137.6866970465,87090.7786535683,2988.87866210938,2988,1,6.94579581956621,313.926240496966,313.938797797732,39.9999999999467
"CP462",313.932607253067,313.930756196156,313.933936911502,1726.236,1668.34900000002,1750.18900000002,162951.954177246,161413.447455587,3121.38427734375,23,1,5.06592063490317,313.926328600922,313.938885905212,39.9999999999671
"CP596",313.932722051198,313.930953473912,313.935568831379,1880.937,1879.93900000002,1948.80400000002,111680.721896283,111610.858852804,2467.77221679688,1984,1,7.35087033505378,313.926443396757,313.939000705639,39.9999999999666
"CP152",314.130148020304,314.129409228685,314.130827337593,704.21899999998,693.24100000002,729.16999999998,455741.216415023,453957.409069694,24549.447265625,189,1,2.25719963012009,314.123865417343,314.136430623264,39.9999999999413
"CP327",314.896481300934,314.896099602258,314.897012360639,1237.185,1211.235,1276.10899999998,937760.536302468,934076.639580215,25147.833984375,174,1,1.44929911119304,314.890183371308,314.90277923056,39.9999999999784
"CP144",315.132145898688,315.130407359039,315.135976686642,705.21700000002,685.25599999998,736.15699999998,79776.2424523011,75807.1356599578,4371.2666015625,25,1,8.83649553928968,315.12584325577,315.138448541606,39.9999999999945
"CP314",315.896370571789,315.895580534593,315.899347124133,1236.18700000002,1219.21999999998,1274.11300000002,187591.673697293,182654.160672045,6245.2412109375,37,1,5.96174867961835,315.890052644377,315.9026884992,39.9999999999663
"CP237",316.109666508346,316.109167305988,316.110117781373,815.00299999998,801.03,839.95699999998,1629301.6414302,1622028.50944316,81551.5546875,334,1,1.50339500019856,316.103344315015,316.115988701676,39.9999999999776
"CP321",316.892405361415,316.891992085625,316.893027816511,1236.18700000002,1216.22599999998,1268.124,726957.301172964,722402.237386331,23989.78515625,154,1,1.6341996023988,316.886067513308,316.898743209522,39.9999999999605
"CP395",316.973064859139,316.972104685113,316.977735819422,1542.594,1537.60399999998,1554.57100000002,36652.4480549846,36452.5361683067,6991.0263671875,118,1,8.88267006430131,316.966725397842,316.979404320436,40.0000000000308
"CP065",317.003070390272,317.001076022432,317.005024335767,517.58299999998,493.63000000002,552.51499999998,93608.0159964039,92671.2572867213,3908.21484375,60,1,6.22756323828572,316.996730328864,317.009410451679,39.9999999999515
"CP451",317.054111212204,317.050854220338,317.057464642743,1694.298,1686.31399999998,1700.28700000002,3608.50634009707,3597.52755438275,517.459533691406,516,1,10.424754278809,317.04777012998,317.060452294428,39.9999999998777
"CP213",317.11192422364,317.108451595009,317.112720249145,815.00299999998,804.024,838.959,254371.115495884,250266.608960515,13745.6904296875,55,1,6.73051659330172,317.105581985156,317.118266462125,39.9999999998564
"CP296",317.892081797502,317.890285800488,317.893582740061,1236.18700000002,1219.21999999998,1268.124,134075.143072221,131554.755106812,4785.298828125,38,1,5.18562707586907,317.885723955866,317.898439639138,39.9999999999759
"CP309",317.924279341905,317.923284563934,317.925735614114,1235.18899999998,1218.222,1267.12600000002,153153.992285764,147638.652028582,5266.46240234375,29,1,3.85477036427954,317.917920856318,317.930637827492,40.0000000000381
"CP205",318.110569671699,318.108413862737,318.112014820674,815.00299999998,802.02799999998,840.95500000002,97272.8788139339,93496.1387622409,5659.80859375,31,1,5.65991557793089,318.104207460306,318.116931883093,39.9999999999307
"CP542",318.860694181509,318.857902068965,318.865519582342,2159.39599999998,2150.41399999998,2170.37500000002,17233.9846553856,17215.0217053856,1621.14782714844,1620,1,11.9448924186309,318.854316967625,318.867071395392,39.9999999998735
"CP310",318.888294715677,318.887508845911,318.889023462533,1236.18700000002,1220.21800000002,1262.136,413551.083491994,412372.358228794,17694.142578125,182,1,2.37483884922068,318.881916949783,318.894672481571,40.0000000000018
"CP278",319.887616083852,319.886422580753,319.890398637063,1237.185,1220.21800000002,1267.12600000002,85021.3163026489,83992.5137763081,4038.02856445312,51,1,6.21477061004316,319.88121833153,319.894013836173,39.9999999999869
"CP292",319.920624981094,319.918538867248,319.923181658632,1239.18100000002,1219.21999999998,1273.11499999998,98482.4288769277,95874.8536201405,3224.51049804688,28,1,7.25616140673499,319.914226568594,319.927023393594,39.9999999999059
"CP281",320.884447770871,320.883562543387,320.887287480157,1236.18700000002,1222.21399999998,1260.13999999998,138314.56899989,137531.430641449,6666.52734375,87,1,5.80417155737798,320.878030081915,320.890865459826,39.9999999998594
"CP365",320.984711029496,320.982631096684,320.987462577714,1539.6,1534.60999999998,1545.588,20684.075314491,20674.0953144909,3114.61767578125,3114,1,7.5260298452913,320.978291335276,320.991130723717,39.9999999998654
"CP045",321.083125584836,321.080719095177,321.085703223833,519.57896875002,500.616,535.548,41413.8947240164,41292.454204242,2507.81884765625,89,1,7.76143038762463,321.076703922324,321.089547247347,39.999999999922
"CP261",322.88048893274,322.877041155072,322.882888795017,1236.18700000002,1223.21200000002,1260.13999999998,30640.8578410773,30061.3861553416,1832.87768554688,29,1,9.05542475541731,322.874031322961,322.886946542519,39.999999999882
"CP501",324.957146377241,324.955273050731,324.959187369685,1780.131,1779.13300000002,1834.02799999998,64289.2988559074,63744.220036241,2334.8818359375,41,1,6.02282331357932,324.950647234314,324.963645520169,39.9999999999584
"CP139",327.125767958431,327.123902487531,327.127360242018,706.215,694.239,741.147,62490.3302271831,61778.8040586264,2823.91577148438,41,1,5.2850536795854,327.119225443072,327.13231047379,39.9999999998459
"CP220",330.125103063998,330.123564552816,330.126007620125,816.00100000002,803.02600000002,838.959,153024.533210022,150887.633156155,8626.47265625,56,1,3.7002143828619,330.118500561937,330.13170556606,39.999999999939
"CP410",330.982980769841,330.980919567828,330.987839703247,1537.60399999998,1530.618,1551.57700000002,27982.4104612782,27962.4495088972,3547.88500976562,3547,1,10.4539142803635,330.976361110226,330.989600429457,39.9999999999079
"CP008",330.995862787368,330.993121431643,330.997184378224,424.764,403.80499999998,443.727,265764.66676549,265723.74671549,7741.1064453125,7740,1,6.13745825515496,330.989242870113,331.002482704624,39.999999999915
"CP007",330.996238901745,330.990862913011,330.997999343429,487.64200000002,446.721,507.603,379729.669362761,379669.785428335,8029.63134765625,8029,1,10.7802288647444,330.989618976967,331.002858826523,39.9999999999213
"CP010",330.997575795281,330.995146622782,330.999314327747,381.84799999998,379.85200000002,384.84199999998,36583.5154430665,36577.5274430665,7266.912109375,7266,1,6.29567294415048,330.990955843765,331.004195746797,39.9999999998882
"CP006",330.998061507065,330.995683029926,331.000182137048,308.98999999998,300.00700000002,323.961,154226.93082234,154201.978739007,7384.55615234375,7384,1,6.79627412529629,330.991441545835,331.004681468295,40.0000000000114
"CP009",330.998899123276,330.996764383329,330.999687647345,333.94099999998,323.961,334.93900000002,72353.5400352882,72341.5640352882,7115.57861328125,7637,1,4.41582135625979,330.992279145293,331.005519101258,40.0000000000099
"CP396",331.950838010072,331.949986264445,331.951962033112,1542.594,1531.61599999998,1549.581,20751.627946207,20645.7020556315,2807.396484375,36,1,2.97599590152672,331.944198993312,331.957477026833,40.0000000000137
"CP381",334.983322026146,334.980218247484,334.986473215908,1542.594,1538.60200000002,1547.58499999998,11350.9692355081,11321.594512498,3012.22607421875,104,1,9.33623857194299,334.976622359706,334.990021692587,39.9999999999289
"CP194",335.047474974092,335.043860793951,335.052763448205,819.993,807.01900000002,842.95099999998,19459.5976305105,19365.6250008621,1272.5390625,34,1,13.2856608680843,335.040774024592,335.054175923591,39.9999999999591
"CP136",336.081581903743,336.078652109863,336.084713679703,724.18000000002,717.19399999998,731.16700000002,7645.52655212416,7597.43353093992,914.30322265625,30,1,9.01800361241208,336.074860272105,336.088303535381,39.9999999999845
"CP039",337.099200102151,337.095864741319,337.107400447661,517.58299999998,493.63000000002,553.51300000002,33092.96274273,32714.4522528405,1706.67932128906,38,1,17.1102546933765,337.092458118149,337.107400447661,44.3262087471443
"CP407",338.974950720914,338.972680918176,338.976106799533,1541.59600000002,1535.60800000002,1557.56500000002,104637.979049282,104236.930209484,25655.865234375,286,1,5.05329575201033,338.968171221899,338.981730219928,39.9999999999727
"CP540",340.843248158312,340.841118540332,340.846090064831,2159.39599999998,2153.40799999998,2165.385,5335.49045534149,5324.51153867481,859.862731933594,859,1,7.29297782173371,340.836431293349,340.850065023275,39.9999999999394
